166,1,2.8
167,0,4.58
167,1,1.18
168,0,2.08
168,1,0.03
169,0,0.03
169,1,1.74
170,0,3.65
170,1,0.35
171,0,4
171,1,3.57
172,0,4.04
172,1,1.72
173,0,4.22
173,1,3.56
174,0,3.75
174,1,0.61
175,0,3.24
175,1,1.16
176,0,1.5
176,1,4.83
177,0,1.52
177,1,2.54
178,0,1.7
178,1,2.25
179,0,2.42
179,1,3.41
180,0,4.49
180,1,2.84
181,0,4.12
181,1,4.72
182,0,1.87
182,1,1.7
183,0,1.12
183,1,3.2
184,0,2.13
184,1,4.59
185,0,4.56
185,1,0.82
186,0,4.75
186,1,0.04
187,0,0.47
187,1,4.72
188,0,3.43
188,1,2
189,0,3.12
189,1,2.75
190,0,1.1
190,1,3.52
191,0,4.96
191,1,1.35
192,0,4.89
192,1,3.32
193,0,2.77
193,1,1.74
194,0,0.33
194,1,4.11
195,0,0.87
195,1,4.73
196,0,4.98
196,1,2.99
197,0,3.82
197,1,1.07
198,0,1.14
198,1,3.58
199,0,2.69
199,1,1.8
200,0,1.6
200,1,0.19
201,0,4
201,1,1.91
202,0,3
202,1,4.94
203,0,4.88
203,1,3.78
204,0,1.64
204,1,0.1
205,0,4.54
205,1,3.84
206,0,2.63
206,1,3.46
207,0,2.65
207,1,3.61
208,0,0.13
208,1,2.64
209,0,2.21
209,1,0.88
210,0,0.78
210,1,0.72
211,0,2.71
211,1,4.39
212,0,1.42
212,1,4.26
213,0,3.58
213,1,2.82
214,0,2.42
214,1,3.39
215,0,3.22
215,1,1.66
216,0,1.13
216,1,0.89
217,0,4.35
217,1,4.57
218,0,3.6
218,1,4.89
219,0,0.3
219,1,2.71
220,0,0.12
220,1,1.69
221,0,4.05
221,1,2.09
222,0,4.26
222,1,3.48
223,0,0.71
223,1,3.18
224,0,3.67
224,1,2.48
225,0,0.44
225,1,4.1
226,0,0.89
226,1,1.38
227,0,1.76
227,1,4.65
228,0,1.85
228,1,4.8
229,0,4.25
229,1,1.86
230,0,2.1
230,1,3.06
231,0,4.86
231,1,1.13
232,0,1.69
232,1,1.59
233,0,3.69
233,1,2.02
234,0,3.23
234,1,2.92
235,0,2.1
235,1,1.99
236,0,2.52
236,1,2.07
237,0,2.92
237,1,5
238,0,3.3
238,1,0.08
239,0,2.54
239,1,4.72
240,0,1.47
240,1,1.33
241,0,0.33
241,1,0.21
242,0,3.75
242,1,0.94
243,0,2.6
243,1,0.3
244,0,4.67
244,1,4.34
245,0,2.51
245,1,1.05
246,0,2.62
246,1,4.49
247,0,3.1
247,1,3.46
248,0,2.39
248,1,3.66
249,0,0.17
249,1,3.19
250,0,0.29
250,1,4.85
251,0,2.41
251,1,2.34
252,0,4.77
252,1,0.02
253,0,1.43
253,1,4.76
254,0,2.03
254,1,4.63
255,0,3.81
255,1,2.91
256,0,2.08
256,1,4.69
257,0,4.04
257,1,0.37
258,0,2.07
258,1,0.59
259,0,0.71
259,1,0.88
260,0,2.8
260,1,0.54
261,0,0.63
261,1,2.22
262,0,0.65
262,1,3.44
263,0,4.95
263,1,0.95
264,0,3.05
264,1,0.88
265,0,4.56
265,1,1.65
266,0,1.66
266,1,2.02
267,0,1.78
267,1,0.24
268,0,4.19
268,1,0.44
269,0,3.66
269,1,1.23
270,0,1.7
270,1,3.92
271,0,0.62
271,1,0.28
272,0,1.03
272,1,4.03
273,0,2.83
273,1,0.95
274,0,3.38
274,1,0.69
275,0,4.82
275,1,1.58
276,0,2.28
276,1,0.38
277,0,3.26
277,1,4.86
278,0,4.21
278,1,3.49
279,0,4.91
279,1,1.95
280,0,2.4
280,1,0.23
281,0,3.55
281,1,2.11
282,0,3.17
282,1,2.75
283,0,2.93
283,1,2.03
284,0,4.6
284,1,0.93
285,0,1.55
285,1,2.79
286,0,1.02
286,1,3.47
287,0,1
287,1,3.91
288,0,4.52
288,1,1.58
289,0,3.44
289,1,1.35
290,0,0.16
290,1,3.63
291,0,1.38
291,1,1.4
292,0,2.92
292,1,0.19
293,0,3.04
293,1,3.47
294,0,4.2
294,1,4.14
295,0,0.12
295,1,3.55
296,0,0.91
296,1,1.95
297,0,4.67
297,1,3.17
298,0,2.76
298,1,2.37
299,0,2.01
299,1,2.2
300,0,2.11
300,1,2.81
301,0,1.7
301,1,3.77
302,0,2.36
302,1,2.07
303,0,2.38
303,1,4.99
304,0,3.79
304,1,3.48
305,0,1.05
305,1,0.78
306,0,4.62
306,1,3.02
307,0,0
307,1,4.72
308,0,1.71
308,1,2.97
309,0,2.14
309,1,0.86
310,0,4.84
310,1,1.03
311,0,0.11
311,1,2.05
312,0,0.17
312,1,3.89
313,0,0.28
313,1,3.28
314,0,2.81
314,1,4.36
315,0,2.69
315,1,0.05
316,0,4.79
316,1,3.31
317,0,2.16
317,1,2.07
318,0,3.54
318,1,2.23
319,0,4.16
319,1,1.2
320,0,4.28
320,1,4.15
321,0,4.62
321,1,4.21
322,0,2.74
322,1,0.98
323,0,0.68
323,1,3.37
324,0,1.65
324,1,4.78
325,0,1.87
325,1,1.62
326,0,3.86
326,1,2.65
327,0,4.43
327,1,0.01
328,0,1.5
328,1,2.34
329,0,1.51
329,1,2.55
330,0,4.48
330,1,3.91
331,0,0.4
331,1,4.72
332,0,1.43
332,1,0.36
333,0,0.66
333,1,3.49
334,0,1.55
334,1,1.69
335,0,4.78
335,1,2.7
336,0,3.43
336,1,4.08
337,0,3.2
337,1,3.64
338,0,2.45
338,1,3.88
339,0,1.08
339,1,1.9
340,0,0.22
340,1,2.67
341,0,1.83
341,1,5
342,0,4.99
342,1,3.99
343,0,1.51
343,1,3.45
344,0,0.42
344,1,4.83
345,0,4.7
345,1,3.69
346,0,4.91
346,1,0.84
347,0,0.35
347,1,0.1
348,0,3.51
348,1,2.22
349,0,1.53
349,1,3.47
350,0,3.22
350,1,2.21
351,0,4.86
351,1,0.34
352,0,0.32
352,1,3.91
353,0,3.24
353,1,4.02
354,0,1.78
354,1,1.4
355,0,1.68
355,1,3.28
356,0,0.05
356,1,4.25
357,0,4.79
357,1,2.08
358,0,2.26
358,1,4.17
359,0,1.87
359,1,4.02
360,0,1.05
360,1,4.16
361,0,0.86
361,1,3.44
362,0,2.44
362,1,4.86
363,0,2.99
363,1,2.75
364,0,1.96
364,1,1.04
365,0,4.95
365,1,1.45
366,0,4.38
366,1,3.12
367,0,2.78
367,1,3.12
368,0,1.24
368,1,0.2
369,0,3.87
369,1,3.47
370,0,4.75
370,1,0.26
371,0,4.48
371,1,4.64
372,0,1.74
372,1,1.47
373,0,1.77
373,1,4.24
374,0,1.59
374,1,1.24
375,0,1.92
375,1,2.96
376,0,0.25
376,1,3.14
377,0,4.17
377,1,0.2
378,0,2.97
378,1,2.16
379,0,3.16
379,1,3.74
380,0,0.12
380,1,2.84
381,0,0.09
381,1,4.79
382,0,0.56
382,1,1.98
383,0,1.22
383,1,3.24
384,0,0.12
384,1,1.83
385,0,4.14
385,1,2.49
386,0,4.05
386,1,3.99
387,0,0.21
387,1,1.18
388,0,0.33
388,1,4.94
389,0,1.12
389,1,2.39
390,0,4.82
390,1,1.29
391,0,3.46
391,1,0.32
392,0,3.69
392,1,2.82
393,0,2.22
393,1,1.01
394,0,0.16
394,1,1.98
395,0,4.97
395,1,0.74
396,0,1.2
396,1,4.85
397,0,1.21
397,1,0.75
398,0,1.84
398,1,0.56
399,0,2.77
399,1,0.01
400,0,4.93
400,1,1.05
401,0,4.46
401,1,1.59
402,0,3.06
402,1,4.68
403,0,1.48
403,1,3.59
404,0,3.02
404,1,4.42
405,0,4.22
405,1,3
406,0,3.72
406,1,0.94
407,0,3.07
407,1,3.95
408,0,0.12
408,1,0.78
409,0,4.2
409,1,0.73
410,0,0.5
410,1,1.68
411,0,0.27
411,1,3.56
412,0,3.69
412,1,4.33
413,0,3.72
413,1,3.3
414,0,1.56
414,1,4.57
415,0,0.53
415,1,0.19
416,0,3.22
416,1,2.51
417,0,3.03
417,1,1.76
418,0,3.32
418,1,4.91
419,0,2.85
419,1,2.81
420,0,1.81
420,1,3.68
421,0,1.53
421,1,3.77
422,0,2.97
422,1,0.67
423,0,4.54
423,1,2.71
424,0,3.19
424,1,2.61
425,0,1.63
425,1,0.17
426,0,2.27
426,1,1.7
427,0,4.13
427,1,1.31
428,0,3.46
428,1,2.85
429,0,4.07
429,1,0.94
430,0,4.59
430,1,1.2
431,0,2.87
431,1,3.23
432,0,1.53
432,1,1.48
433,0,2.41
433,1,3.98
434,0,1.21
434,1,2.29
435,0,1.47
435,1,4.7
436,0,3.02
436,1,4.39
437,0,0.48
437,1,1.92
438,0,3.41
438,1,3.41
439,0,0.4
439,1,2.91
440,0,4.68
440,1,0.72
441,0,1.86
441,1,3.74
442,0,4.34
442,1,3.71
443,0,0.13
443,1,4.53
444,0,0.53
444,1,2.12
445,0,2.12
445,1,4.85
446,0,4.73
446,1,2.47
447,0,1.29
447,1,3.36
448,0,0.04
448,1,1.3
449,0,4.77
449,1,0.11
450,0,1.48
450,1,4.27
451,0,1.52
451,1,1.73
452,0,0.48
452,1,2.87
453,0,2.06
453,1,0.69
454,0,2.91
454,1,0.22
455,0,3.29
455,1,3.69
456,0,4.06
456,1,4.67
457,0,1.3
457,1,3.92
458,0,3.1
458,1,4.96
459,0,2.68
459,1,3.49
460,0,4.92
460,1,2.86
461,0,2.86
461,1,0.27
462,0,2.19
462,1,2.67
463,0,0.52
463,1,4.02
464,0,4.13
464,1,3.47
465,0,3.33
465,1,1.81
466,0,4.42
466,1,0.56
467,0,4.07
467,1,3.24
468,0,3.21
468,1,1.42
469,0,0.13
469,1,1.45
470,0,3.07
470,1,1.27
471,0,4.16
471,1,3.58
472,0,2.22
472,1,2.34
473,0,3.52
473,1,2.02
474,0,3.13
474,1,1.59
475,0,3.63
475,1,0.9
476,0,3.45
476,1,3.93
477,0,3.96
477,1,0.94
478,0,0.74
478,1,0.44
479,0,0.79
479,1,4.22
480,0,4.23
480,1,4.56
481,0,2.03
481,1,3.16
482,0,4.36
482,1,0.09
483,0,2.97
483,1,2.82
484,0,3.39
484,1,1.9
485,0,3.93
485,1,1.6
486,0,4.24
486,1,2.83
487,0,2.79
487,1,2.94
488,0,4.69
488,1,3.72
489,0,0.57
489,1,4.17
490,0,1.04
490,1,4.21
491,0,4.43
491,1,3.79
492,0,3.46
492,1,2.59
493,0,1.56
493,1,3.34
494,0,0.92
494,1,4.99
495,0,0.66
495,1,3.21
496,0,4.17
496,1,4.8
497,0,0.19
497,1,1.22
498,0,3.38
498,1,4.94
499,0,2.66
499,1,4.82
500,0,3.91
500,1,0.42
501,0,0.35
501,1,3.31
502,0,2.11
502,1,1.86
503,0,2.96
503,1,2.32
504,0,1.75
504,1,0.49
505,0,1.51
505,1,2.39
506,0,4.86
506,1,2.94
507,0,4.94
507,1,1.41
508,0,3.78
508,1,0.17
509,0,3.5
509,1,4
510,0,0.63
510,1,1.47
511,0,3.39
511,1,0.15
512,0,2.73
512,1,2.12
513,0,3.92
513,1,1.45
514,0,2.04
514,1,0.78
515,0,1.6
515,1,2.44
516,0,1.51
516,1,1.35
517,0,0.91
517,1,0.1
518,0,2.91
518,1,2.53
519,0,1.63
519,1,0.22
520,0,3.58
520,1,3.99
521,0,2.04
521,1,2.29
522,0,1.64
522,1,1.31
523,0,1.88
523,1,1.89
524,0,2.5
524,1,4.98
525,0,2.51
525,1,0.73
526,0,4.76
526,1,3.59
527,0,3.5
527,1,0.54
528,0,1.44
528,1,4.42
529,0,2.92
529,1,0.05
530,0,0.63
530,1,4.35
531,0,2.21
531,1,3.57
532,0,2.2
532,1,4.69
533,0,2.63
533,1,3.21
534,0,3.42
534,1,1.04
535,0,1.06
535,1,2.9
536,0,4.03
536,1,0.59
537,0,0.75
537,1,2.18
538,0,1.42
538,1,0.06
539,0,0.48
539,1,3.54
540,0,1.24
540,1,2.72
541,0,2.06
541,1,2.36
542,0,4.12
542,1,3.49
543,0,1.59
543,1,2.07
544,0,1.66
544,1,1.8
545,0,0.16
545,1,0.6
546,0,3.22
546,1,0.33
547,0,1.76
547,1,3.67
548,0,3.37
548,1,4.11
549,0,1.45
549,1,3.91
550,0,4.7
550,1,4.82
551,0,2.74
551,1,3.74
552,0,3.88
552,1,0.85
553,0,0.07
553,1,4.48
554,0,4.65
554,1,2.34
555,0,0.5
555,1,2.38
556,0,2.45
556,1,3.74
557,0,4.69
557,1,3.66
558,0,3.54
558,1,3.96
559,0,2.8
559,1,0.79
560,0,3.4
560,1,3.76
561,0,1.93
561,1,2.33
562,0,3.17
562,1,0.2
563,0,4.24
563,1,3.98
564,0,2.81
564,1,4.62
565,0,3.81
565,1,2.77
566,0,2.37
566,1,2.36
567,0,1.24
567,1,1.83
568,0,4.72
568,1,2.31
569,0,0.66
569,1,4.07
570,0,0.78
570,1,3.57
571,0,2.49
571,1,4.23
572,0,3.81
572,1,4.08
573,0,2
573,1,1.51
574,0,1.87
574,1,3.78
575,0,2.72
575,1,3.13
576,0,4.42
576,1,4.96
577,0,2.13
577,1,1.47
578,0,4
578,1,4.36
579,0,0.97
579,1,3.07
580,0,3.33
580,1,1.9
581,0,1.7
581,1,0.74
582,0,1.03
582,1,0.47
583,0,2.4
583,1,1.45
584,0,1.34
584,1,3.55
585,0,1.47
585,1,3.4
586,0,4.19
586,1,0.84
587,0,1.56
587,1,1.94
588,0,2.33
588,1,1.3
589,0,1.62
589,1,1.72
590,0,3.68
590,1,3.42
591,0,3.13
591,1,0.61
592,0,1.4
592,1,1.62
593,0,2.72
593,1,2.95
594,0,2.88
594,1,2.71
595,0,2.78
595,1,2.08
596,0,3.69
596,1,3.41
597,0,0.15
597,1,4.94
598,0,3.87
598,1,1.39
599,0,4.97
599,1,2.02
600,0,3.45
600,1,4.54
601,0,3.03
601,1,4.64
602,0,2.65
602,1,3.84
603,0,4.97
603,1,4.27
604,0,3.39
604,1,2.67
605,0,2.47
605,1,2.82
606,0,2.58
606,1,0.64
607,0,0.47
607,1,3.89
608,0,3.59
608,1,3.35
609,0,3.16
609,1,1.19
610,0,2.38
610,1,1.85
611,0,2.4
611,1,4.04
612,0,2.32
612,1,0.09
613,0,3.66
613,1,2.75
614,0,2.38
614,1,1.57
615,0,1.94
615,1,2.36
616,0,2.26
616,1,4.56
617,0,1.19
617,1,1.93
618,0,4.78
618,1,0.73
619,0,1.09
619,1,1.41
620,0,1.09
620,1,0.54
621,0,2.59
621,1,4.56
622,0,2.41
622,1,0
623,0,2.68
623,1,0.01
624,0,4.47
624,1,3.56
625,0,1.08
625,1,0.21
626,0,2.91
626,1,2.4
627,0,0.81
627,1,3.6
628,0,3.87
628,1,3.74
629,0,2.76
629,1,2.53
630,0,2.86
630,1,4.26
631,0,1.58
631,1,3.16
632,0,2.59
632,1,4.18
633,0,0.1
633,1,1.84
634,0,1.09
634,1,2.06
635,0,2.95
635,1,3.64
636,0,2.57
636,1,4.76
637,0,4.93
637,1,4.78
638,0,2.37
638,1,0.04
639,0,1.57
639,1,4.36
640,0,1.34
640,1,4.09
641,0,0.37
641,1,3.03
642,0,1.22
642,1,0.57
643,0,3.73
643,1,1.31
644,0,0.64
644,1,1.4
645,0,2.19
645,1,0.63
646,0,0.92
646,1,0.7
647,0,3.32
647,1,3.1
648,0,4.71
648,1,1.08
649,0,2.42
649,1,0.8
650,0,3.33
650,1,2.32
651,0,2.81
651,1,3.84
652,0,0.63
652,1,0.61
653,0,4.79
653,1,4.38
654,0,4.51
654,1,4.51
655,0,2.19
655,1,0.95
656,0,0.97
656,1,4.17
657,0,2.91
657,1,3.29
658,0,0.88
658,1,4.25
659,0,3.46
659,1,1.03
660,0,4.64
660,1,1.48
661,0,1.21
661,1,3.83
662,0,4.74
662,1,3.69
663,0,2.28
663,1,0.6
664,0,0.18
664,1,0.69
665,0,1.28
665,1,0.55
666,0,3.93
666,1,2.46
667,0,1.77
667,1,1.68
668,0,0.02
668,1,2.7
669,0,3.62
669,1,2.55
670,0,0.69
670,1,3.2
671,0,2.34
671,1,2.68
672,0,0.41
672,1,3.58
673,0,2.8
673,1,1.46
674,0,3.57
674,1,4.2
675,0,0.57
675,1,1.42
676,0,2.62
676,1,4.27
677,0,0.45
677,1,4.4
678,0,4.2
678,1,3.95
679,0,3.95
679,1,2.72
680,0,3.78
680,1,0.25
681,0,4.98
681,1,2.52
682,0,0.25
682,1,1.41
683,0,2.44
683,1,4.19
684,0,3.25
684,1,4.92
685,0,1.05
685,1,3.25
686,0,0.57
686,1,1.91
687,0,4.9
687,1,0.49
688,0,3.78
688,1,0.26
689,0,4.38
689,1,2.32
690,0,0.49
690,1,2.86
691,0,3.39
691,1,3.67
692,0,2.65
692,1,1.58
693,0,3.27
693,1,3.5
694,0,1.51
694,1,2.65
695,0,3.4
695,1,3.92
696,0,4.26
696,1,1.9
697,0,0.92
697,1,4.84
698,0,3.59
698,1,0.32
699,0,3.61
699,1,1.03
700,0,0.5
700,1,2.75
701,0,2.76
701,1,2.68
702,0,4.98
702,1,1.68
703,0,4.28
703,1,3.79
704,0,2.11
704,1,3
705,0,1.48
705,1,0.75
706,0,1.35
706,1,1.06
707,0,0.73
707,1,4.7
708,0,2.43
708,1,2.45
709,0,4.68
709,1,4.19
710,0,4.28
710,1,0.26
711,0,3.47
711,1,4.96
712,0,3.54
712,1,3.1
713,0,4.12
713,1,4.6
714,0,0.43
714,1,4.17
715,0,1.59
715,1,1.72
716,0,3.19
716,1,4.45
717,0,2.67
717,1,1.08
718,0,4.37
718,1,1.45
719,0,1.13
719,1,2.25
720,0,3.56
720,1,0.18
721,0,4.97
721,1,4.68
722,0,3.01
722,1,3.02
723,0,4.98
723,1,1.92
724,0,1.43
724,1,3.46
725,0,2.32
725,1,3.93
726,0,1.5
726,1,2.04
727,0,0.65
727,1,0.4
728,0,1.32
728,1,4.53
729,0,2.35
729,1,2.84
730,0,2.18
730,1,4.87
731,0,1.44
731,1,0.52
732,0,0.84
732,1,4.77
733,0,0.58
733,1,3.7
734,0,2.71
734,1,4.34
735,0,0.92
735,1,1.17
736,0,2.17
736,1,2.37
737,0,4.73
737,1,0.32
738,0,0.57
738,1,4.54
739,0,4.83
739,1,3.49
740,0,2.76
740,1,3.37
741,0,1.32
741,1,1.13
742,0,1.25
742,1,4.84
743,0,0.14
743,1,1.56
744,0,2.29
744,1,3.16
745,0,4.09
745,1,3.43
746,0,3.63
746,1,4.58
747,0,1.08
747,1,0.58
748,0,4.7
748,1,0.32
749,0,2.18
749,1,1.64
750,0,4.25
750,1,1.41
751,0,3.45
751,1,4.6
752,0,4.15
752,1,1.41
753,0,1.38
753,1,0.83
754,0,1.26
754,1,3.65
755,0,0.98
755,1,0.53
756,0,2.32
756,1,3.56
757,0,4.18
757,1,4.53
758,0,0.8
758,1,2.68
759,0,4.24
759,1,2.71
760,0,0.78
760,1,4.21
761,0,4.07
761,1,1.88
762,0,3.44
762,1,2.48
763,0,0.04
763,1,3.19
764,0,2.57
764,1,3.63
765,0,2.39
765,1,3.95
766,0,4.22
766,1,3.19
767,0,0.84
767,1,1.73
768,0,2.17
768,1,4.63
769,0,2.47
769,1,4.46
770,0,4.97
770,1,4.77
771,0,4.31
771,1,3.65
772,0,4.38
772,1,1.97
773,0,3.42
773,1,1.92
774,0,1.92
774,1,3.34
775,0,2.87
775,1,4.58
776,0,4.98
776,1,0.25
777,0,2.83
777,1,4.86
778,0,4.73
778,1,0.53
779,0,3.26
779,1,4.62
780,0,1.11
780,1,2.62
781,0,3.96
781,1,0.48
782,0,3.49
782,1,4.52
783,0,3.43
783,1,1.7
784,0,2.83
784,1,3.75
785,0,4.41
785,1,1.38
786,0,0.38
786,1,4.53
787,0,4.19
787,1,4.48
788,0,3.25
788,1,0.42
789,0,0.81
789,1,4.82
790,0,0.49
790,1,4.3
791,0,3.29
791,1,1.4
792,0,4.68
792,1,2.16
793,0,2.23
793,1,0.61
794,0,4.57
794,1,1.03
795,0,4.59
795,1,4.18
796,0,4.4
796,1,4.41
797,0,0.42
797,1,4.86
798,0,4.19
798,1,4.74
799,0,4.32
799,1,2.73
800,0,1.05
800,1,2.71
801,0,1.42
801,1,2.34
802,0,0.1
802,1,3.97
803,0,1.39
803,1,0.15
804,0,0.75
804,1,0.18
805,0,0.53
805,1,4.78
806,0,0.36
806,1,2.6
807,0,3.65
807,1,2.84
808,0,3.34
808,1,2.38
809,0,0.44
809,1,1.75
810,0,2.57
810,1,2.5
811,0,0.67
811,1,0.77
812,0,2.24
812,1,4.54
813,0,1.93
813,1,0.47
814,0,0.23
814,1,4.59
815,0,4.54
815,1,4.77
816,0,3.64
816,1,4.99
817,0,3.03
817,1,2.02
818,0,3.1
818,1,2.9
819,0,4.48
819,1,4.23
820,0,0.81
820,1,0.98
821,0,2
821,1,2.35
822,0,3.84
822,1,0.46
823,0,1.4
823,1,1.24
824,0,4.3
824,1,2.74
825,0,4.05
825,1,4.96
826,0,3.37
826,1,4.78
827,0,3.56
827,1,0.71
828,0,2.09
828,1,3.44
829,0,3.14
829,1,3.69
830,0,4.22
830,1,3.09
831,0,0.69
831,1,4.66
832,0,3.02
832,1,2.85
833,0,0.13
833,1,1.3
834,0,4.85
834,1,2.77
835,0,3.21
835,1,2.57
836,0,1.36
836,1,4.93
837,0,1.04
837,1,1.8
838,0,1.32
838,1,1.03
839,0,1.16
839,1,3.6
840,0,4.92
840,1,3.12
841,0,0.05
841,1,4.61
842,0,2.75
842,1,3.2
843,0,2.36
843,1,4.38
844,0,0.02
844,1,4.58
845,0,3.81
845,1,1.55
846,0,4.28
846,1,4.93
847,0,3.19
847,1,3.08
848,0,3.89
848,1,2.19
849,0,0.01
849,1,1.62
850,0,1.64
850,1,0.68
851,0,2
851,1,4.22
852,0,4.39
852,1,4.04
853,0,0.69
853,1,2.66
854,0,2.86
854,1,4.26
855,0,2.77
855,1,4.83
856,0,3.42
856,1,3.54
857,0,1.75
857,1,2.51
858,0,4.29
858,1,0.53
859,0,0.97
859,1,1.28
860,0,0.75
860,1,0.95
861,0,2.5
861,1,4.12
862,0,4.26
862,1,3.18
863,0,3.55
863,1,2.32
864,0,4.82
864,1,1.26
865,0,2.08
865,1,2.73
866,0,0.79
866,1,4.8
867,0,3.36
867,1,4.37
868,0,4.21
868,1,0.96
869,0,2.52
869,1,1.17
870,0,4.83
870,1,1.93
871,0,2.35
871,1,0.17
872,0,0.27
872,1,0.69
873,0,0.07
873,1,3.16
874,0,2.21
874,1,4.63
875,0,3.49
875,1,1.54
876,0,1.8
876,1,1.81
877,0,1.6
877,1,3.3
